about_link,thumb_link,year_end,year_begin,title,format,source,subject 1,subject 2,subject 3,subject 4,subject 5,subject 6,subject 7,subject 8,subject 9,subject 10,subject 11,relation,location 1,location 2,location 3,location 4,location 5,identifier,description,type,rights,publisher,language,creator 1,creator 2,creator 3,creator 4,contributor 1,contributor 2,contributor 3,contributor 4,contributor 5
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_eeayer/id/3574,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_eeayer/id/3574,,1802,New York (State) treaties with the Oneida Nation,Treaties; Manuscripts; Seals (artifacts) Tiff,"New York (State) treaties with the Oneida Nation, 1788-1811",New York (State). Legislature,Oneida Nation of New York,Indians of North America,Real property,Oneida Indians,Land tenure,Indian land transfers,"Manuscripts, American",,,,"Edward E. Ayer Manuscript Collection (Newberry Library)
Edward E. Ayer Digital Collection (Newberry Library)",New York (State),New York (State)--Oneida Lake Region,"New York (State)--Rome--Fort Stanwix
",,,"artifacts cage Ayer MS 428

Ayer MS 428 (Artifacts Cage), New York treaties with the Oneida Nation, No. 5, 1802_o2.jpg","Number 5. Treaty between New York State and the Oneida Nation for the cession of certain tribal lands; generally describes the land to be purchased, the terms of the sale, and the names and signatures of all parties involved in the negotiations; written on vellum, includes official wax seals; and contains the signatures of government officials.",Text,"All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,English,New York (State),,,,Oneida Nation of New York,,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_eeayer/id/3575,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_eeayer/id/3575,,1756,Continuation of Plan du detroit de Belle Isle et du Golphe St. Laurent,1 ms. map: hand-colored; 522 x 927 mm Nautical charts; Manuscript maps; Maps Tiff,,Coasts,,,,,,,,,,,"Edward E. Ayer Manuscript Map Collection (Newberry Library)
Edward E. Ayer Digital Collection (Newberry Library)",North America--Saint Lawrence River Valley,"North America--Saint Lawrence River
",,,,"map8F Ayer MS map 218

ayer_ms_map 218_o2.jpg","Continuation, drawn at a reduced scale, of Chevalier de Dampierre's 1756 chart of the Strait of Belle Isle, northern Newfoundland, and the river. Shows the Saint Lawrence River Valley between the western tip of Anticosti Island and the city of Quebec. Scale approximately 1:568,000. Pen-and-ink and wash (green, gray).",Still image,"All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,French,"Dampierre, chevalier de, active 1756",,,,,,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_eeayer/id/3576,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_eeayer/id/3576,1843,1833,"Tukán-Häton, a Yankton Sioux chief",Drawings; Watercolors; Portraits; Works of art Tiff,"Karl Bodmer's pencil, pen, and watercolor drawings prepared to illustrate Prince Maximilian of Wied's Travels in the interior of North America, ca. 1833-1843",Yankton Indians,Kings and rulers,Clothing and dress,Tattooing,Indians of North America Tribal chiefs,,,,,,,"Edward E. Ayer Art Collection (Newberry Library)
Edward E. Ayer Digital Collection (Newberry Library)","
",,,,,"VAULT oversize Ayer Art Bodmer

NL004493_o2.jpg","Drawing No. 29. Sitting portrait of a man with chest tattoos, earring, fur shawl, and head scarf. Tukán-Häton is also known as Little Soldier or Horned Rock.",Still image,"All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,,"Bodmer, Karl, 1809-1893",,,,,,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_eeayer/id/3577,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_eeayer/id/3577,,1752,Plan du Fort du Sault de St. Louis et du village des sauvages Iroquois,1 ms. map: hand-colored; on sheet 366 x 674 mm Manuscript maps; Maps Tiff,"Voyage du Canada, 1752 : memoire des remarques faites sur les principaux endroits que jay parcourus dans ma tourn?e de Montreal, du Lac Champlain et autres lieux despuis le 24 juillet jusqu'au 23 aoust 1752",Jesuits,Missions,Fortification,Iroquois Indians,,,,,,,,"Edward E. Ayer Manuscript Map Collection (Newberry Library); Edward E. Ayer Manuscript Collection (Newberry Library)
Edward E. Ayer Digital Collection (Newberry Library)","Québec--Kahnawake
",,,,,"VAULT drawer Ayer MS 299 no.2 map

Ayer MS Map 299 no.2, Plan du Fort du Sault de St. Louis et du village des sauvages Iroquois_o2.jpg","Pen-and-ink and wash (brown, red, green).  Plan of fort and mission at Kahnawake (previously known as Caughnagawa), south of Montréal on the Saint Lawrence River at Lake St. Louis.",Still image,"All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,French,"Franquet, Louis, 1697-1768",,,,,,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_eeayer/id/3578,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_eeayer/id/3578,,1576,Document relating to the descendants of Don Miguel Damián,1 art original: ink and watercolor on native paper; 38 x 41 cm Genealogy; Drawings; Watercolors; Manuscripts; Works of art Tiff,,"Damián, Miguel",Damián family,Actions and defenses,Real property,Property,Inheritance and succession,Indians of Mexico,"Manuscripts, Mexican",,,,"Edward E. Ayer Manuscript Collection (Newberry Library)
Edward E. Ayer Digital Collection (Newberry Library)",Mexico--Distrito Federal--Xochimilco,"Mexico
",,,,"VAULT oversize Ayer MS 1900

Ayer MS 1900 (VAULT oversize) descendants of Don Miguel Damian (2)_o2.jpg","Pictorial genealogy of the family of Miguel Damián, indicating names of his wife, his four legitimate children, and one illegitimate daughter, and their respective shares in his estate. Family relationships are shown by cords linking one person with another. Above the family tree are drawings of farm buildings, corrals, orchards, and fields which are divided into portions assigned to a certain son or daughter. Family names appear in Spanish, with Nahuatl words and hieroglyphics describing the cultivated fields. This manuscript, as well as Plan de plusiers propriètès at the Bibliothèque nationale in Paris, is believed to be related to litigation between members of the Damián family and Pedronilla Francisca.",Still image,"All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,Spanish; Nahuatl,,,,,,,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_eeayer/id/3579,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_eeayer/id/3579,,1555,Historia del descubrimiento y conquista del Peru Historia del descvbrimiento y conqvista del Perv,15 cm Printers' devices (Printing); Texts (Document genres) Tiff,"Anuers: En casa de Martin Nucio Historia del descubrimiento y conquista del Peru : con las cosas naturales que se?aladamente all? se hallan, y los sucessos que ha auido : la qual escriuia Augustin de ?arate, exerciendo el cargo de contador general de cuentas por Su Magestad en aquella prouincia, y en la de Tierra Firme",Conquest of Peru (1522-1548),,,,,,,,,,,"Edward E. Ayer Collection (Newberry Library)
Edward E. Ayer Digital Collection (Newberry Library)","Peru
",,,,,"VAULT Ayer 1300.5 .P4 Z36 1555

ayer_1300_5_p4_z36_1555_tp_o2.jpg",Title page with printer's device,Text,"All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,Spanish,"Zarate, Agustin de, 1514-",,,,,,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_eeayer/id/3580,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_eeayer/id/3580,,,"He-pte'-che'-chi-ka-la (Little Short Horn), Sisseton Dakota",1 portrait photograph; image 12.6 x 18.1 cm on sheet 17.8 x 22.8 cm Albumen prints; Photographs; Portraits Tiff,North American Indian Photographs (Newberry Library),Indians of North America,Santee Indians,,,,,,,,,,"Edward E. Ayer Photograph Collection (Newberry Library)
Edward E. Ayer Digital Collection (Newberry Library)","
",,,,,"Ayer Photographs box 37 AP 538

ap391box53_o2.jpg",Portrait photograph of He-pte'-che'-chi-ka-la (Little Short Horn),Still image,"All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department Newberry Library 60 West Walton Street, Chicago IL 60610. Phone: (312) 255-3566/ Email: photoduplication@newberry.org",Newberry Library,English,,,,,,,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_eeayer/id/3581,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_eeayer/id/3581,1890,1880,Red clay ware,image 19.3 x 11.3 cm on mount 21.6 x 13.3 cm Albumen prints; Photographs Tiff,"Albuquerque, New Mexico: Wittick & Russell",Indian pottery,Indians of North America,,,,,,,,,,"Edward E. Ayer Photograph Collection (Newberry Library)
Edward E. Ayer Digital Collection (Newberry Library)",Arizona,"Southwest, New
",,,,"Ayer Photographs box 67 Miscellaneous, Utensil AP 1823

AP 1823, Baskets and Pottery, Red Clay Decorations, G. Ben Wittick_o2.jpg","Photograph of pottery found in an archeological site in Arizona? ""Decorations in Black and White.""--handwritten below photograph. ""No. 12""--on card in photograph. ""46-e""--on typed label.",Still image,"All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566. E-mail: photoduplication@newberry.org",Newberry Library,English,"Wittick, Ben, 1845-1903",,,,,,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_eeayer/id/3582,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_eeayer/id/3582,,,"Wa-kin-yan-chin-stin (Little Thunder), Yankton Dakota",1 portrait photograph; image 11.4 x 17.3 cm on sheet 17.8 x 22.8 cm Albumen prints; Photographs; Portraits Tiff,North American Indian Photographs (Newberry Library),Indians of North America,Yankton Indians,,,,,,,,,,"Edward E. Ayer Photograph Collection (Newberry Library)
Edward E. Ayer Digital Collection (Newberry Library)","
",,,,,"Ayer Photographs box 54 AP 590

ap590box54_o2.jpg",Little Thunder photographed sitting,Still image,"All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department Newberry Library 60 West Walton Street, Chicago IL 60610. Phone: (312) 255-3566/ Email: photoduplication@newberry.org",Newberry Library,English,,,,,,,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_eeayer/id/3583,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_eeayer/id/3583,,1838,"Joseph Brandt, Thayendanegea, the great captain of the Six Nations",image 18.8 x 12.1 cm; mount 22.8 x 17.8 cm Engravings; Portraits; Art reproductions; Works of art Tiff,New York: G. Dearborn,"Brant, Joseph, 1742-1807",Mohawk Indians,Iroquois Indians,Kings and rulers,Indians of North America,,,,,,,"Edward E. Ayer Photograph Collection (Newberry Library)
Edward E. Ayer Digital Collection (Newberry Library)","
",,,,,"Ayer Photographs box 19 Iroquois AP 1030

AP 1030, Bx.#19 J. Brant-Thayendanegea_o2.jpg","""Engraved from an original painting of G. Romney in the collection of the Right Honble the Earl of Warwick by A. Dick. Printed by J. Neale""--printed below image.",Still image,"All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566. E-mail: photoduplication@newberry.org",Newberry Library,English,"Romney, George, 1734-1802",,,,"Dick, Archibald L., approximately 1805-approximately 1855",,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_eeayer/id/3584,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_eeayer/id/3584,,1902,Notice. Cherokee - Freedmen - Enrollment,1 broadside; 27 x 21 cm Broadsides; Ephemera; Texts (Document genres) Tiff,,African Americans,Cherokee Indians,Slavery,,,,,,,,,"Edward E. Ayer Collection (Newberry Library)
Edward E. Ayer Digital Collection (Newberry Library)","Oklahoma--Indian Territory
",,,,,"broadside Ayer 306 .U58 1902

Ayer 306 .U58 1902 (broadside), Cherokee Freedman_o2.jpg","Signed: Tams Bixby, T.B. Needles, C.R. Breckinridge, Commissioners.",Text,"All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,English,United States. Commission to the Five Civilized Tribes,,,,"Bixby, Tams",,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_eeayer/id/3598,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_eeayer/id/3598,,1775,A map of the Southern Indian District of North America Purcell map,Manuscript maps; Maps Tiff,"A map of the Southern Indian District of North America compiled under the direction of John Stuart, Esqr., His Majesty's Superintendant of Indian Affairs, by Joseph Purcell",Indians of North America,Creek Indians,Choctaw Indians,Chickasaw Indians,Cherokee Indians,Land tenure,Claims,Indian agents,,,,"Edward E. Ayer Manuscript Map Collection (Newberry Library)
Edward E. Ayer Digital Collection (Newberry Library)","
",,,,,"VAULT oversize Ayer MS map 228

","Scale approximately 1:1,050,000. Relief shown by hachures. Pen-and-ink and outline watercolor (red, green, yellow, brown). Shows North America east of the Mississippi River and south of the Ohio River. References identify 155 Creek, Choctaw, Chickasaw, and Cherokee villages. Includes notes on Indian land claims and cessions.",Still image,"All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,English,"Purcell, Joseph",,,,,,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_eeayer/id/3601,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_eeayer/id/3601,,1806,"Voyage from Saint Louis in the territory of Louisiana and on the river Mississippi across the continent of North America by way of the river Misouri to the Pacific or western ocean in the years 1803, 4, 5 & 1806 Journal of Captains Lewis and Clark's expedition; Whitehouse journal",33 cm Diaries; Overland journals; Travel literature; Manuscripts Tiff,,"Whitehouse, Joseph, approximately 1775-approximately 1860","Lewis, Meriwether, 1774-1809","Clark, William, 1770-1838",Lewis and Clark Expedition,Travel,Overland journeys to the Pacific,Explorers,"Discovery and exploration, American",Discoveries in geography,Publishers and publishing,"Manuscripts, American","Edward E. Ayer Manuscript Collection (Newberry Library)
Edward E. Ayer Digital Collection (Newberry Library)","United States, West",United States,"Missouri
",,,"VAULT Ayer MS 3213

","The most significant transcontinental journey in U.S. history, the Lewis and Clark Expedition was not only recorded in the journals and observations of the two captains, but also by four other members of the party. Private Joseph Whitehouse maintained during the expedition a journal consisting of extensive field notes bound in a single volume of three parts, the extant portion covering the period May 14, 1804 to November 6, 1805. Upon returning to St. Louis in the fall of 1806, Whitehouse had prepared by a copyist this new and expanded journal, May 14, 1804 - April 6, 1806, with the intent of having it published. This paraphrased version of the original journal includes a preface and fills in some gaps lacking in the original.",Text,"All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,English,"Whitehouse, Joseph, approximately 1775-approximately 1860",,,,,,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_eeayer/id/3604,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_eeayer/id/3604,1843,1833,"Karl Bodmer's pencil, pen, and watercolor drawings prepared to illustrate Prince Maximilian of Wied's Travels in the interior of North America, ca. 1833-1843",Drawings; Sketches; Figure drawings; Maps Tiff,,,,,,,,,,,,,"Edward E. Ayer Art Collection (Newberry Library)
Edward E. Ayer Digital Collection (Newberry Library)","
",,,,,"VAULT oversize Ayer Art Bodmer

","Composite sketch of people and horses, some incorporated into Vignette XXVI, ""The Travellers meeting with Minatarre Indians near Fort Clark."" At left, Prince Maximilian and Bodmer with parasol. At right, group of Minatarre (Hidatsa) Indians holding long branches or feathers. Composite sketch of images from recto. Main image of Bodmer with long-stemmed pipe, hat, and rifle. Also sketches of satchel, hatchet, and Prince Maximilian du Wied's head.",Still image,"All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,,"Bodmer, Karl, 1809-1893",,,,,,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_eeayer/id/3607,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_eeayer/id/3607,,1830,"John Montgomery Roberts diary, Morton, Illinois, 1830",Diaries; Manuscripts; Genealogy Tiff,"Diaries: Morton, Ill., 1830-1886.","Roberts, John Montgomery, 1807-1886",Roberts family,Pioneers,Frontier and pioneer life,Farm life,Land settlement,Rural conditions,Emigration and immigration,Travel,Lithography,"Manuscripts, American","Edward E. Ayer Manuscript Collection (Newberry Library)
Edward E. Ayer Digital Collection (Newberry Library)",Illinois,Illinois--Tazewell County,Illinois--Morton,"Louisiana--New Orleans
",,"VAULT Ayer MS 3157

","1830 volume. The diaries of John M. Roberts primarily focus on his family's daily farm life in Tazewell County. The Roberts family left their New York home in the summer of 1831 and travelled to Illinois by horse and wagon settling in Pleasant Grove Prairie. The diaries contain much information on the following topics: routine farm activities, farming expenses and proberty valuations, illnesses and medicinal cures, family births and deaths, local events, and weather conditions. Prior to settlement in Illinois, Roberts was engaged as an apprentice to a lithographic firm in New York City. In the first two volumes he describes the technical aspects of making lithographic plates as well as an earlier trip he made in 1830 to St. Louis and Illinois returning home via New Orleans. The collection of diaries also includes his first wife's (Mary W. Burhans) account of their trip to Morton in 1831 and his second wife's (Ann Waters) account of a trip to New England she made in 1859. A few volumes contain miscellaneous sketches of Robert's home and towns he visited in Illinois.",Text,"All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,English,"Roberts, John Montgomery, 1807-1886",,,,,,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_eeayer/id/3608,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_eeayer/id/3608,,1864,"The discovery of Frobisher relics nearly 300 years old, Sunday, August 11, 1861",Engravings; Works of art Tiff,"London: S. Low, Son and Marston",Eskimos,"Frobisher, Martin, Sir, approximately 1535-1594",Discoveries in geography,,,,,,,,,"Edward E. Ayer Collection (Newberry Library)
Edward E. Ayer Digital Collection (Newberry Library)","Arctic Regions
",,,,,"Ayer 125.1 1860 .H2

Ayer 125.1 1860 .H2 vol.2, Life with the Esquimaux, pg. 77_o2.jpg","Volume 2, page 77, Life with the Esquimaux : the narrative of Captain Charles Francis Hall of the whaling barque ""George Henry"" from the 29th May, 1860, to the 13th September, 1862 : with the results of a long intercourse with the Innuits and full description of their mode of life, the discovery of actual relics of the expedition of Martin Frobisher of three centuries ago, and deductions in favor of yet discovering some of the survivors of Sir John Franklin's expedition",Still image,"All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,English,,,,,"Hall, Charles Francis, 1821-1871",,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_eeayer/id/3612,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_eeayer/id/3612,,1656,"Teares of the Indians, or Inquisition for Bloud: being the Relation of the Spanish Massacre there Brevísima relación de la destrucción de las Indias. English",Engravings; Works of art Tiff,"London: Printed by J.C. for Nath. Brook The Tears of the Indians Being An Historical and true Account Of the Cruel Massacres and Slaughters of above Twenty Millions of innocent People Committed by the Spaniards In the Islands of Hispaniola, Cuba, Jamaica, &c. As also, in the Continent of Mexico, Peru, & other Places of the West-Indies To the total destruction of those Countries. written in Spanish by Casaus an Eye-witness of those things And made English by J.P. [i.e. John Phillips] ...","Indians, Treatment of",Massacres Massacres,,,,,,,,,,"Edward E. Ayer Collection (Newberry Library)
Edward E. Ayer Digital Collection (Newberry Library)",Caribbean Area,West Indies,Latin America,"Spain
",,"VAULT Ayer 108 .C3 1656

","""Teares of the Indians, or Inquisition for Bloud: being the Relation of the Spanish Massacre there""; engraving Opposite p. 1, ""Teares of ye Indians or inquisition for Bloud, Being a Relation of ye Spannish Massacres in those parts""; illustration in four vignettes of the massacres and slaughter; nude woman; men are hung, burned, and dismembered.",Still image; Text,"All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,English,"Casas, Bartoloméde las, 1474-1566",,,,"Phillips, John, 1631-1706",,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_eeayer/id/3615,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_eeayer/id/3615,,1568,"The new found vvorlde, or Antarctike The new found worlde, or Antarctike; Singularitez de la France antarctique, autrement nomm�e Am�rique. English",Texts (Document genres) Tiff,"Imprinted at London: By Henrie Bynneman for Thomas Hacket The new found vvorlde, or Antarctike: wherein is contained wonderful and strange things, as well of humaine creatures, as beastes, fishes: garnished with many learned authorities trauailed and written in the French tong, by that excellent learned man, Master Andrevve Thevet; and now nevvly translated into Englishe, vvherein is reformed the errours of the auncient cosmographers","Thevet, André, 1502-1590",Travel,"Discovery and exploration, French",Food habits,,,,,,,,"Edward E. Ayer Collection (Newberry Library)
Edward E. Ayer Digital Collection (Newberry Library)",America,Africa,"Brazil
",,,"VAULT Ayer 109 .T4 1568

",,Text,"All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,English,"Thevet, André, 1502-1590",,,,,,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_eeayer/id/3619,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_eeayer/id/3619,,1890,A Dakota-English dictionary,Dictionaries; Texts (Document genres) Tiff,Washington: Govt. Print. Off. A Dakota-English dictionary by Stephen Return Riggs; edited by James Owen Dorsey,Dakota language,English language,,,,,,,,,,"Edward E. Ayer Collection (Newberry Library)
Edward E. Ayer Digital Collection (Newberry Library)","
",,,,,"Ayer 301 .C7 1877 v. 7

",,Still image; Text,"All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,Dakota; English,"Riggs, Stephen Return, 1812-1883",,,,"Dorsey, James Owen, 1848-1895",,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_eeayer/id/3622,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_eeayer/id/3622,,1733,Reasons for establishing the colony of Georgia,Engravings; Works of art Tiff,"London: Printed for W. Meadows Reasons for establishing the colony of Georgia: with regard to the trade of Great Britain, the increase of our people, and the employment and support it will afford to great numbers of our own poor, as well as foreign persecuted Protestants: with some account of the country, and the design of the trustees by Benjamin Martyn, Esq.",Plantations,,,,,,,,,,,"Edward E. Ayer Collection (Newberry Library)
Edward E. Ayer Digital Collection (Newberry Library)","Georgia
",,,,,"VAULT Ayer 150.5 .G3 M3 1733

",,Still image,"All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,English,"Martyn, Benjamin, 1699-1763","Pine, John, 1690-1756",,,,,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_eeayer/id/3626,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_eeayer/id/3626,,1672,"The American physitian, or, A treatise of the roots, plants, trees, shrubs, fruit, herbs, &c. growing in the English plantations in America Of the composition and making up of chocolate; Treatise of the roots, plants, trees, shrubs, fruit, herbs, &c. growing in the English plantations in America",Texts (Document genres) Tiff,"London: Printed by J.C. for William Crook The American physitian, or, A treatise of the roots, plants, trees, shrubs, fruit, herbs, &c. growing in the English plantations in America: describing the place, time, names, kindes, temperature, vertues and uses of them, either for diet, physick, &c.: whereunto is added a discourse of the cacao-nut-tree, and the use of its fruit: with all the ways of making of chocolate: the like never extant before by W. Hughes",Chocolate,Cacao,Botany,"Botany, Medical",,,,,,,,"Edward E. Ayer Collection (Newberry Library)
Edward E. Ayer Digital Collection (Newberry Library)","West Indies
",,,,,"VAULT Ayer 109.9 .B6 H8 1672

",,Text,"All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,English,"Hughes, William, active 1665-1683",,,,,,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_eeayer/id/3630,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_eeayer/id/3630,,1918,"The desert, further studies in natural appearances with photographs by Mrs. Edward E. Ayer",Photographs; Landscapes (Representations) Tiff,New York: Scribner,Deserts,Formations (Geology),Cliffs Bluffs,,,,,,,,,"Edward E. Ayer Collection (Newberry Library)
Edward E. Ayer Digital Collection (Newberry Library)",North America--Imperial Valley Region,"Southwest, New
",,,,"VAULT Ayer 126 .V24 1918

",,Still image,"All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,English,"Ayer, Edward E., Mrs.",,,,"Van Dyke, John Charles, 1856-1932",,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_eeayer/id/3633,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_eeayer/id/3633,,1558,"Les singularitez de la France antarctique, autrement nommée Amerique: & de plusieurs terres & isles decouuertes de nostre temps par F. André Theuet",Woodcuts; Works of art Tiff,Paris: Chez les heritiers de Maurice de la Porte,Massacres,Torture,Women,Prisoners,Indians,Rites and ceremonies,,,,,,"Edward E. Ayer Collection (Newberry Library)
Edward E. Ayer Digital Collection (Newberry Library)",America,"Brazil
",,,,"Ayer 109 .T4 1558

","Woodcuts of the capture and torture of women, including disembowelment, beheading, burning at the stake, and dismemberment.",Still image; Text,"All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,French,"Thevet, André, 1502-1590",,,,,,,,
