about_link,thumb_link,year_end,year_begin,title,format,source,subject 1,subject 2,subject 3,subject 4,subject 5,subject 6,subject 7,subject 8,relation,location 1,location 2,location 3,location 4,location 5,identifier,rights,publisher,type,creator 1,creator 2,language,description,contributor 1,contributor 2,contributor 3
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_chicago/id/1764,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_chicago/id/1764,,1856,"Chicago, Ill.
","1 view: hand colored; 14 x 20 cm
Engravings; Works of art
tiff","Cincinnati: L. Swornstedt and A. Pope
",Lakes,Rivers,"Ships
",,,,,,"
Chicago Region Map Collection (Newberry Library)
Chicago and the Midwest (Newberry Library)","Illinois--Chicago
",,,,,"map1F G4104.C6A3 1853 R6

map1f_g4104_c6a3_1853_r6_o2.jpg","All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,Still image,"Robertson, George J., fl. 1827-1854",,English,From The Ladies' Repository v.17 Feb. 1856,"Wellstood, William, 1819-1900",,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_chicago/id/1765,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_chicago/id/1765,1927,1920,"Studio Players in ""Lady Windermere's Fan""
","
Playbills; Printed ephemera
tiff","
",Little theater movement,"Theaters
",,,,,,,"Programs, bulletins, theatre bills, etc. of the little theater activities in Chicago during 1920-27

Chicago and the Midwest (Newberry Library)","Illinois--Chicago
",,,,,"Case folio V 1963 .716

case_v_1963_716_08_o2.jpg","All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,Text,Studio Players,,English,Recto,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_chicago/id/1766,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_chicago/id/1766,,1922,"Studio Players in ""Lady Windermere's Fan""
","
Playbills; Printed ephemera
tiff","
",Little theater movement,"Theaters
",,,,,,,"Programs, bulletins, theatre bills, etc. of the little theater activities in Chicago during 1920-27

Chicago and the Midwest (Newberry Library)","Illinois--Chicago
",,,,,"Case folio V 1963 .716

case_v_1963_716_46_o2.jpg","All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,Text,Studio Players,,English,Recto,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_chicago/id/1767,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_chicago/id/1767,1927,1920,"Chicago Marionette Studio in The Relic House
","
Playbills; Printed ephemera
tiff","
",Little theater movement,"Theaters
",,,,,,,"Programs, bulletins, theatre bills, etc. of the little theater activities in Chicago during 1920-27

Chicago and the Midwest (Newberry Library)","Illinois--Chicago
",,,,,"Case folio V 1963 .716

case_v_1963_716_14_o2.jpg","All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,Text,Chicago Marionette Studio,,English,Recto,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_chicago/id/1768,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_chicago/id/1768,,1924,"The Marionette Player present ""The Mob""
","
Playbills; Printed ephemera
tiff","
",Little theater movement,"Theaters
",,,,,,,"Programs, bulletins, theatre bills, etc. of the little theater activities in Chicago during 1920-27

Chicago and the Midwest (Newberry Library)","Illinois--Chicago
",,,,,"Case folio V 1963 .716

case_v_1963_716_01_o2.jpg","All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,Text,The Hull House Theatre,,English,Recto,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_chicago/id/1769,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_chicago/id/1769,,1923,"The Marionette Player present The Sunken Bell
","
Playbills; Printed ephemera
tiff","
",Little theater movement,"Theaters
",,,,,,,"Programs, bulletins, theatre bills, etc. of the little theater activities in Chicago during 1920-27

Chicago and the Midwest (Newberry Library)","Illinois--Chicago
",,,,,"Case folio V 1963 .716

case_v_1963_716_02_o2.jpg","All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,Text,The Hull House Theatre,,English,Recto,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_chicago/id/1770,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_chicago/id/1770,,1866,"The Crib
","13 parts: illustrated (some colored); 31 x 39 cm
Lithographs; Works of art
tiff","Chicago: Published by Jevne & Almini
",Architecture,"Water
",,,,,,,"Chicago illustrated: 1830

Chicago and the Midwest (Newberry Library)",Illinois--Chicago,"Lake Michigan
",,,,"VAULT Case folio F548.42 .J4

case_f_548_42_j4_ 29_o2.jpg","All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,Still image,"Kurz, Louis, 1833-1921",,English,"Part 8, August 1866",,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_chicago/id/1771,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_chicago/id/1771,,1866,"Union Stock Yards
","13 parts: illustrated (some colored); 31 x 39 cm
Lithographs; Works of art
tiff","Chicago: Published by Jevne & Almini
",Architecture,"Stockyards
",,,,,,,"Chicago illustrated: 1830

Chicago and the Midwest (Newberry Library)","Illinois--Chicago
",,,,,"VAULT Case folio F548.42 .J4

case_f_548_42_j4_ 33_o2.jpg","All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,Still image,"Kurz, Louis, 1833-1921",,English,"Part 9, September 1866",,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_chicago/id/1772,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_chicago/id/1772,,1866,"Custom House
","13 parts: illustrated (some colored); 31 x 39 cm
Lithographs; Works of art
tiff","Chicago: Published by Jevne & Almini
","Architecture
",,,,,,,,"Chicago illustrated: 1830

Chicago and the Midwest (Newberry Library)","Illinois--Chicago
",,,,,"VAULT Case folio F548.42 .J4

case_f_548_42_j4_ 05_o2.jpg","All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,Still image,"Kurz, Louis, 1833-1921",,English,"Part 2, February 1866; Post Office;  North-west corner of Dearborn and Monroe streets",,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_chicago/id/1773,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_chicago/id/1773,,1897,"South Halsted Street Viaduct over the tracts on the Union Stock Yards and Transit Company
","1 map; 19 x 36 cm   2 halftone photographs of bridge
Photographs
tiff","Chicago: Bureau of Engineering
",Viaducts,Railroads,"Union Stock Yard & Transit Company of Chicago
",,,,,,"Plan of south Halsted St. Viaduct over the tracks of the Union Stock Yards and Transit Cos. R.R, 1896
Chicago Region Map Collection (Newberry Library)
Chicago and the Midwest (Newberry Library)","Illinois--Chicago
",,,,,"map1F G4104 .C6P24 1896 C6, no. 1

map1f_g4104_c6p24_1896_c6_no_1_03_o2.jpg","All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,Still image,Chicago (Ill.). Bureau of Engineering,,English,"Detached from Chicago (Ill.). Dept. of Public Works, Twenty-first annual report (Chicago, 1897), p. 105.",,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_chicago/id/1774,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_chicago/id/1774,,1866,"Plymouth Contregrational Church
","13 parts: illustrated (some colored); 31 x 39 cm
Lithographs; Works of art
tiff","Chicago: Published by Jevne & Almini
",Architecture,"Church buildings
",,,,,,,"Chicago illustrated: 1830

Chicago and the Midwest (Newberry Library)","Illinois--Chicago
",,,,,"VAULT Case folio F548.42 .J4

case_f_548_42_j4_ 30_o2.jpg","All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,Still image,"Kurz, Louis, 1833-1921",,English,"Part 8, August 1866; South-East corner of Eldridge Court and Wabash Avenue",,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_chicago/id/1775,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_chicago/id/1775,,1866,"Douglas Monument
","13 parts: illustrated (some colored); 31 x 39 cm
Lithographs; Works of art
tiff","Chicago: Published by Jevne & Almini
",Architecture,"Parks
",,,,,,,"Chicago illustrated: 1830

Chicago and the Midwest (Newberry Library)","Illinois--Chicago
",,,,,"VAULT Case folio F548.42 .J4

case_f_548_42_j4_ 25_o2.jpg","All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,Still image,"Kurz, Louis, 1833-1921",,English,"Part 7, July 1866",,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_chicago/id/1776,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_chicago/id/1776,,1823,"Illinois
","1 map: hand colored; 30 x 22 cm
Maps
tiff","Baltimore: F. Lucas, Jr
","
",,,,,,,,"
Hermon Dunlap Smith Collection (Newberry Library)
Chicago and the Midwest (Newberry Library)","Illinois
",,,,,"map2F G4100 1823 .L8

map2f_g4100_1823_l8_o2.jpg","All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,Still image,"Lucas, Fielding, Jr., 1781-1854",,English,,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_chicago/id/1777,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_chicago/id/1777,,1866,"Chamber of Commerce
","13 parts: illustrated (some colored); 31 x 39 cm
Lithographs; Works of art
tiff","Chicago: Published by Jevne & Almini
","Architecture
",,,,,,,,"Chicago illustrated: 1830

Chicago and the Midwest (Newberry Library)","Illinois--Chicago
",,,,,"VAULT Case folio F548.42 .J4

case_f_548_42_j4_ 01_o2.jpg","All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,Still image,"Kurz, Louis, 1833-1921",,English,"Part 1, January 1866; corner of LaSalle and Washington",,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_chicago/id/1778,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_chicago/id/1778,,1922,"The Players' Club present ""Mary's Wedding""
","
Playbills; Printed ephemera
tiff","
",Little theater movement,"Theaters
",,,,,,,"Programs, bulletins, theatre bills, etc. of the little theater activities in Chicago during 1920-27

Chicago and the Midwest (Newberry Library)","Illinois--Chicago
",,,,,"Case folio V 1963 .716

case_v_1963_716_09_o2.jpg","All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,Text,Studio Players,,English,Recto,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_chicago/id/1779,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_chicago/id/1779,1927,1920,"Studio Players in ""The Lady from the Sea""
","
Playbills; Printed ephemera
tiff","
",Little theater movement,"Theaters
",,,,,,,"Programs, bulletins, theatre bills, etc. of the little theater activities in Chicago during 1920-27

Chicago and the Midwest (Newberry Library)","Illinois--Chicago
",,,,,"Case folio V 1963 .716

case_v_1963_716_06_o2.jpg","All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,Text,Studio Players,,English,Recto,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_chicago/id/1780,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_chicago/id/1780,1927,1920,"Studio Players in three one-act plays
","
Playbills; Printed ephemera
tiff","
",Little theater movement,"Theaters
",,,,,,,"Programs, bulletins, theatre bills, etc. of the little theater activities in Chicago during 1920-27

Chicago and the Midwest (Newberry Library)","Illinois--Chicago
",,,,,"Case folio V 1963 .716

case_v_1963_716_20_o2.jpg","All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,Text,Studio Players,,English,Recto,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_chicago/id/1781,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_chicago/id/1781,,1897,"New structures wanted
","1 map; 12 x 18 cm   2 halftone photographs of bridge
Texts
tiff","Chicago: Bureau of Engineering
",Bridges,"Railroad
",,,,,,,"Plan of north Halsted St. Bridge over the north branch of Chicago River, 1896
Chicago Region Map Collection (Newberry Library)
Chicago and the Midwest (Newberry Library)","Illinois--Chicago
",,,,,"map1F G4104 .C6P24 1896 C6, no. 2

map1f_g4104_c6p24_1896_c6_no_2_02_o2.jpg","All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,Text,Chicago (Ill.). Bureau of Engineering,,English,"Page 106; detached from Chicago (Ill.). Dept. of Public Works, Twenty-first annual report (Chicago, 1897)",,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_chicago/id/1782,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_chicago/id/1782,,1923,"The Players' Club present ""The Silver Box""
","
Playbills; Printed ephemera
tiff","
",Little theater movement,"Theaters
",,,,,,,"Programs, bulletins, theatre bills, etc. of the little theater activities in Chicago during 1920-27

Chicago and the Midwest (Newberry Library)","Illinois--Chicago
",,,,,"Case folio V 1963 .716

case_v_1963_716_11_o2.jpg","All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,Text,The Player's Club,,English,Recto,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_chicago/id/1783,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_chicago/id/1783,,1866,"Wabash Avenue Methodist Church
","13 parts: illustrated (some colored); 31 x 39 cm
Lithographs
tiff","Chicago: Published by Jevne & Almini
",Architecture,"Church buildings
",,,,,,,"Chicago illustrated: 1830

Chicago and the Midwest (Newberry Library)","Illinois--Chicago
",,,,,"VAULT Case folio F548.42 .J4

case_f_548_42_j4_ 06_o2.jpg","All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,Still image,"Kurz, Louis, 1833-1921",,English,"Part 2, February 1866; North-west corner of Wabash avenue and Harrison street",,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_chicago/id/1784,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_chicago/id/1784,,1866,"View from Twelfth Street Bridge
","13 parts: illustrated (some colored); 31 x 39 cm
Lithographs; Works of art
tiff","Chicago: Published by Jevne & Almini
",Architecture,"Boats and boating
",,,,,,,"Chicago illustrated: 1830

Chicago and the Midwest (Newberry Library)","Illinois--Chicago
",,,,,"VAULT Case folio F548.42 .J4

case_f_548_42_j4_ 10_o2.jpg","All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,Still image,"Kurz, Louis, 1833-1921",,English,"Part 3,  March 1866",,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_chicago/id/1785,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_chicago/id/1785,,1921,"Studio Players present four one act plays
","
Playbills; Printed ephemera
tiff","
",Little theater movement,"Theaters
",,,,,,,"Programs, bulletins, theatre bills, etc. of the little theater activities in Chicago during 1920-27

Chicago and the Midwest (Newberry Library)","Illinois--Chicago
",,,,,"Case folio V 1963 .716

case_v_1963_716_19_o2.jpg","All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,Text,Studio Players,,English,Recto,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_chicago/id/1786,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_chicago/id/1786,,1897,"North Halsted Street North Branch Bridge (End view from the South)
","1 map; 12 x 18 cm   2 halftone photographs of bridge
Photographs
tiff","Chicago: Bureau of Engineering
",Bridges,"Railroad
",,,,,,,"Plan of north Halsted St. Bridge over the north branch of Chicago River, 1896
Chicago Region Map Collection (Newberry Library)
Chicago and the Midwest (Newberry Library)","Illinois--Chicago
",,,,,"map1F G4104 .C6P24 1896 C6, no. 2

map1f_g4104_c6p24_1896_c6_no_2_04_o2.jpg","All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,Still image,Chicago (Ill.). Bureau of Engineering,,English,"Detached from Chicago (Ill.). Dept. of Public Works, Twenty-first annual report (Chicago, 1897)",,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_chicago/id/1787,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_chicago/id/1787,,1921,"Bulletin of the Playgoing Commettee of The Drama League of Chicago
","
Bulletin; Printed ephemera
tiff","
",Little theater movement,"Theaters
",,,,,,,"Programs, bulletins, theatre bills, etc. of the little theater activities in Chicago during 1920-27

Chicago and the Midwest (Newberry Library)","Illinois--Chicago
",,,,,"Case folio V 1963 .716

case_v_1963_716_21_o2.jpg","All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,Text,The Drama League of Chicago,,English,Recto,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_chicago/id/1788,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_chicago/id/1788,,1854,"Chicago in 1820
","1 view; 14 x 21 cm
Engravings (Prints); Works of art
tiff","Philadelphia: Lippincott, Grambo & Co.
","
",,,,,,,,"
Chicago Region Map Collection (Newberry Library); Hermon Dunlap Smith Collection (Newberry Library)
Chicago and the Midwest (Newberry Library)","Illinois--Chicago
",,,,,"map1F G4104.C6A3 1820 .S3

map1f_g4104_c6a3_1820_s3_o2.jpg","All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,Still image,"Schoolcraft, Henry Rowe, 1793-1864",,English,"Drawn by Seth Eastman after Schoolcraft's original, and engraved by Robert Hinshelwood; detached from H.R. Schoolcraft. Historical and statistical information respecting the history...of the Indian tribes of the United States (Philadelphia: Lippincott, Grambo & Co., 1851-57), v.4 opp. p.193.","Eastman, Seth, 1808-1875","Hinshelwood, Robert",
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_chicago/id/1789,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_chicago/id/1789,,1889,"Cairo Opera House programme: grand concert and dramatic entertainment in aid of the Parnell Defense Fund, Monday, Feb. 11, 1889.
","1 broadside: illustrated; 25 x 16 cm
Broadsides; Playbills; Printed ephemera
tiff","[Cairo, Illinois?]: Burnett Printing Co.
",Benefit performances,"Parnell, Charles Stewart, 1846-1891
",,,,,,,"
McCormick Theological Seminary Collection (Newberry Library)
Chicago and the Midwest (Newberry Library)","Illinois--Cairo
",,,,,"Case Wing F549.C2 C36 1889

case_wing_f_549_c2_c36_1889 _o2.jpg","All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,Still image; Text,,,English,"1 broadside : ill. ; 25 x 16 cm.;  Printed on blue silk;  Playbill advertising a performance to raise funds for legal aid to Irish nationalist political leader Charles Stewart Parnell; Illustration of street scene, advertisements for Burger's dress goods within border around program contents.",,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_chicago/id/1790,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_chicago/id/1790,1927,1920,"Studio Players present four one act plays
","
Playbills; Printed ephemera
tiff","
",Little theater movement,"Theaters
",,,,,,,"Programs, bulletins, theatre bills, etc. of the little theater activities in Chicago during 1920-27

Chicago and the Midwest (Newberry Library)","Illinois--Chicago
",,,,,"Case folio V 1963 .716

case_v_1963_716_15_o2.jpg","All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,Text,Studio Players,,English,Recto,,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_chicago/id/1791,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_chicago/id/1791,,1866,"Sherman House
","13 parts: illustrated (some colored); 31 x 39 cm
Lithographs; Works of art
tiff","Chicago: Published by Jevne & Almini
","Architecture
",,,,,,,,"Chicago illustrated: 1830

Chicago and the Midwest (Newberry Library)","Illinois--Chicago
",,,,,"VAULT Case folio F548.42 .J4

case_f_548_42_j4_ 24_o2.jpg","All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,Still image,"Kurz, Louis, 1833-1921",,English,"Part 6, June 1886;",,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_chicago/id/1792,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_chicago/id/1792,,1866,"First Congregational Church
","13 parts: illustrated (some colored); 31 x 39 cm
Lithographs; Works of art
tiff","Chicago: Published by Jevne & Almini
",Architecture,"Church buildings
",,,,,,,"Chicago illustrated: 1830

Chicago and the Midwest (Newberry Library)","Illinois--Chicago
",,,,,"VAULT Case folio F548.42 .J4

case_f_548_42_j4_ 35_o2.jpg","All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,Still image,"Kurz, Louis, 1833-1921",,English,"Part 9, September 1866; West Washington and South Green Streets",,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_chicago/id/1793,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_chicago/id/1793,,1833,"Illinois and Missouri
","1 map: hand colored; 24 x 19 cm
Maps
tiff","Hartford, Conn.: Andrus & Judd
","
",,,,,,,,"
Hermon Dunlap Smith Collection (Newberry Library)
Chicago and the Midwest (Newberry Library)",Illinois,"Missouri
",,,,"map1F G4100 1833 .M4

map1f_4100_1833_m4_o2.jpg","All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,Still image,"Melish, John, 1771-1822",,English,"Detached from Melish's Comprehensive atlas (New York, 1835), pl. 49.",Andrus & Judd,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_chicago/id/1794,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_chicago/id/1794,,1897,"Plan of north Halsted St. Bridge over the north branch of Chicago River, 1896
","1 map; 12 x 18 cm   2 halftone photographs of bridge
Maps
tiff","Chicago: Bureau of Engineering
",Bridges,"Railroads
",,,,,,,"Plan of north Halsted St. Bridge over the north branch of Chicago River, 1896
Chicago Region Map Collection (Newberry Library)
Chicago and the Midwest (Newberry Library)","Illinois--Chicago
",,,,,"map1F G4104 .C6P24 1896 C6, no. 2

map1f_g4104_c6p24_1896_c6_no_2_01_o2.jpg","All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,Still image,Chicago (Ill.). Bureau of Engineering,,English,"Page 105; detached from Chicago (Ill.). Dept. of Public Works, Twenty-first annual report (Chicago, 1897)",,,
http://collections.carli.illinois.edu:80/cdm/ref/collection/nby_chicago/id/1795,http://collections.carli.illinois.edu/utils/getthumbnail/collection/nby_chicago/id/1795,,1853,"The Democratic press: a weekly journal: politics, literature, science, commerce and general news
","1 broadside; 54 x 35 cm
Broadsides; Advertisements; Printed ephemera
tiff","
",Advertising,"Newspapers
",,,,,,,"

Chicago and the Midwest (Newberry Library)","Illinois--Chicago
",,,,,"Case Broadside 68

case_broadside_68_o2.jpg","All rights reserved by the Newberry Library. Permission to reproduce in any format must be requested in writing. Contact Photoduplication Department, Newberry Library, 60 W. Walton St., Chicago, IL 60610. Phone: 312-255-3566 E-mail: photoduplication@newberry.org",Newberry Library,Text,"Scripps, J. L. (John Locke), 1818-1866",,English,"At head of title: """"New volume! greatly enlarged!!""""; In red and blue ink, within ornamental blue border.; Advertisement for v. 2 of the Democratic press, the first number of which will be issued on Sept. 24, 1853, with description of contents, and subscription prices.",,,
